Dataset name: Derived Data; Frequency: Daily; Reference area: United States; Derived data economic concept: Exchange rate USD against EUR; Derived data transformation: Level; Derived data suffix: BIS
,DD.D.US.USD_EUR.LEV.5B
,"United States, Exchange rate USD against EUR, Level - BIS"
Collection:,Average of observations through period (A)
Period\Unit:,[US dollar ]
2009-05-04,1.3223
2009-04-30,1.3275
2009-04-29,1.3266
2009-04-28,1.2992
2009-04-27,1.3125
2009-04-24,1.3232
2009-04-23,1.3050
2009-04-22,1.2947
2009-04-21,1.2932
2009-04-20,1.2966
2009-04-17,1.3058
2009-04-16,1.3196
2009-04-15,1.3173
2009-04-14,1.3276
2009-04-09,1.3273
2009-04-08,1.3231
2009-04-07,1.3255
2009-04-06,1.3496
2009-04-03,1.3425
2009-04-02,1.3392
2009-04-01,1.3246
2009-03-31,1.3308
2009-03-30,1.3193
2009-03-27,1.3295
2009-03-26,1.3607
2009-03-25,1.3494
2009-03-24,1.3507
2009-03-23,1.3558
2009-03-20,1.3549
2009-03-19,1.3671
2009-03-18,1.3130
2009-03-17,1.2942
2009-03-16,1.3042
2009-03-13,1.2905
2009-03-12,1.2782
2009-03-11,1.2786
2009-03-10,1.2783
2009-03-09,1.2565
2009-03-06,1.2658
2009-03-05,1.2555
2009-03-04,1.2555
2009-03-03,1.2615
2009-03-02,1.2596
2009-02-27,1.2644
2009-02-26,1.2782
2009-02-25,1.2795
2009-02-24,1.2763
2009-02-23,1.2798
2009-02-20,1.2591
2009-02-19,1.2705
2009-02-18,1.2596
2009-02-17,1.2634
2009-02-16,1.2765
2009-02-13,1.2823
2009-02-12,1.2833
2009-02-11,1.2938
2009-02-10,1.2967
2009-02-09,1.3008
2009-02-06,1.2796
2009-02-05,1.2829
2009-02-04,1.2818
2009-02-03,1.2849
2009-02-02,1.2760
2009-01-30,1.2816
2009-01-29,1.3111
2009-01-28,1.3260
2009-01-27,1.3174
2009-01-26,1.2990
2009-01-23,1.2795
2009-01-22,1.2984
2009-01-21,1.2910
2009-01-20,1.2930
2009-01-19,1.3182
2009-01-16,1.3270
2009-01-15,1.3085
2009-01-14,1.3173
2009-01-13,1.3262
2009-01-12,1.3394
2009-01-09,1.3684
2009-01-08,1.3617
2009-01-07,1.3595
2009-01-06,1.3332
2009-01-05,1.3582
2009-01-02,1.3866
2008-12-31,1.3917
2008-12-30,1.4098
2008-12-29,1.4270
2008-12-24,1.4005
2008-12-23,1.3978
2008-12-22,1.3970
2008-12-19,1.3940
2008-12-18,1.4616
2008-12-17,1.4059
2008-12-16,1.3690
2008-12-15,1.3510
2008-12-12,1.3340
2008-12-11,1.3215
2008-12-10,1.2925
2008-12-09,1.2838
2008-12-08,1.2854
2008-12-05,1.2665
2008-12-04,1.2620
2008-12-03,1.2623
2008-12-02,1.2697
2008-12-01,1.2608
2008-11-28,1.2727
2008-11-27,1.2900
2008-11-26,1.2935
2008-11-25,1.2811
2008-11-24,1.2773
2008-11-21,1.2602
2008-11-20,1.2542
2008-11-19,1.2634
2008-11-18,1.2653
2008-11-17,1.2660
2008-11-14,1.2675
2008-11-13,1.2525
2008-11-12,1.2530
2008-11-11,1.2747
2008-11-10,1.2891
2008-11-07,1.2756
2008-11-06,1.2770
2008-11-05,1.2870
2008-11-04,1.2820
2008-11-03,1.2822
2008-10-31,1.2757
2008-10-30,1.3035
2008-10-29,1.2770
2008-10-28,1.2526
2008-10-27,1.2460
2008-10-24,1.2596
2008-10-23,1.2810
2008-10-22,1.2843
2008-10-21,1.3184
2008-10-20,1.3424
2008-10-17,1.3404
2008-10-16,1.3507
2008-10-15,1.3625
2008-10-14,1.3752
2008-10-13,1.3639
2008-10-10,1.3579
2008-10-09,1.3682
2008-10-08,1.3731
2008-10-07,1.3632
2008-10-06,1.3634
2008-10-03,1.3834
2008-10-02,1.3903
2008-10-01,1.4081
2008-09-30,1.4303
2008-09-29,1.4349
2008-09-26,1.4640
2008-09-25,1.4700
2008-09-24,1.4690
2008-09-23,1.4731
2008-09-22,1.4571
2008-09-19,1.4236
2008-09-18,1.4502
2008-09-17,1.4224
2008-09-16,1.4267
2008-09-15,1.4151
2008-09-12,1.4066
2008-09-11,1.3934
2008-09-10,1.4094
2008-09-09,1.4144
2008-09-08,1.4214
2008-09-05,1.4247
2008-09-04,1.4488
2008-09-03,1.4441
2008-09-02,1.4516
2008-09-01,1.4621
2008-08-29,1.4735
2008-08-28,1.4771
2008-08-27,1.4767
2008-08-26,1.4598
2008-08-25,1.4767
2008-08-22,1.4808
2008-08-21,1.4814
2008-08-20,1.4734
2008-08-19,1.4677
2008-08-18,1.4704
2008-08-15,1.4729
2008-08-14,1.4907
2008-08-13,1.4903
2008-08-12,1.4907
2008-08-11,1.5012
2008-08-08,1.5074
2008-08-07,1.5471
2008-08-06,1.5478
2008-08-05,1.5487
2008-08-04,1.5566
2008-08-01,1.5574
2008-07-31,1.5611
2008-07-30,1.5589
2008-07-29,1.5705
2008-07-28,1.5746
2008-07-25,1.5734
2008-07-24,1.5677
2008-07-23,1.5741
2008-07-22,1.5919
2008-07-21,1.5858
2008-07-18,1.5816
2008-07-17,1.5849
2008-07-16,1.5888
2008-07-15,1.5990
2008-07-14,1.5847
2008-07-11,1.5835
2008-07-10,1.5708
2008-07-09,1.5715
2008-07-08,1.5687
2008-07-07,1.5651
2008-07-04,1.5671
2008-07-03,1.5885
2008-07-02,1.5806
2008-07-01,1.5775
2008-06-30,1.5764
2008-06-27,1.5748
2008-06-26,1.5731
2008-06-25,1.5599
2008-06-24,1.5568
2008-06-23,1.5521
2008-06-20,1.5610
2008-06-19,1.5481
2008-06-18,1.5493
2008-06-17,1.5477
2008-06-16,1.5459
2008-06-13,1.5336
2008-06-12,1.5417
2008-06-11,1.5515
2008-06-10,1.5526
2008-06-09,1.5784
2008-06-06,1.5597
2008-06-05,1.5402
2008-06-04,1.5466
2008-06-03,1.5593
2008-06-02,1.5521
2008-05-30,1.5508
2008-05-29,1.5551
2008-05-28,1.5656
2008-05-27,1.5760
2008-05-26,1.5761
2008-05-23,1.5742
2008-05-22,1.5755
2008-05-21,1.5753
2008-05-20,1.5639
2008-05-19,1.5577
2008-05-16,1.5498
2008-05-15,1.5474
2008-05-14,1.5439
2008-05-13,1.5473
2008-05-12,1.5430
2008-05-09,1.5458
2008-05-08,1.5347
2008-05-07,1.5430
2008-05-06,1.5528
2008-05-05,1.5460
2008-05-02,1.5458
2008-04-30,1.5540
2008-04-29,1.5571
2008-04-28,1.5628
2008-04-25,1.5596
2008-04-24,1.5769
2008-04-23,1.5940
2008-04-22,1.5931
2008-04-21,1.5898
2008-04-18,1.5780
2008-04-17,1.5872
2008-04-16,1.5928
2008-04-15,1.5828
2008-04-14,1.5869
2008-04-11,1.5833
2008-04-10,1.5875
2008-04-09,1.5726
2008-04-08,1.5694
2008-04-07,1.5693
2008-04-04,1.5722
2008-04-03,1.5526
2008-04-02,1.5632
2008-04-01,1.5660
2008-03-31,1.5812
2008-03-28,1.5796
2008-03-27,1.5786
2008-03-26,1.5710
2008-03-25,1.5569
2008-03-20,1.5423
2008-03-19,1.5692
2008-03-18,1.5771
2008-03-17,1.5770
2008-03-14,1.5561
2008-03-13,1.5577
2008-03-12,1.5477
2008-03-11,1.5379
2008-03-10,1.5340
2008-03-07,1.5417
2008-03-06,1.5319
2008-03-05,1.5196
2008-03-04,1.5206
2008-03-03,1.5203
2008-02-29,1.5167
2008-02-28,1.5121
2008-02-27,1.5044
2008-02-26,1.4874
2008-02-25,1.4817
2008-02-22,1.4848
2008-02-21,1.4736
2008-02-20,1.4656
2008-02-19,1.4742
2008-02-18,1.4636
2008-02-15,1.4674
2008-02-14,1.4626
2008-02-13,1.4586
2008-02-12,1.4538
2008-02-11,1.4542
2008-02-08,1.4513
2008-02-07,1.4569
2008-02-06,1.4621
2008-02-05,1.4688
2008-02-04,1.4829
2008-02-01,1.4889
2008-01-31,1.4870
2008-01-30,1.4810
2008-01-29,1.4773
2008-01-28,1.4755
2008-01-25,1.4705
2008-01-24,1.4663
2008-01-23,1.4574
2008-01-22,1.4494
2008-01-21,1.4482
2008-01-18,1.4674
2008-01-17,1.4691
2008-01-16,1.4792
2008-01-15,1.4886
2008-01-14,1.4895
2008-01-11,1.4792
2008-01-10,1.4662
2008-01-09,1.4680
2008-01-08,1.4705
2008-01-07,1.4723
2008-01-04,1.4727
2008-01-03,1.4753
2008-01-02,1.4688
2007-12-31,1.4721
2007-12-28,1.4692
2007-12-27,1.4516
2007-12-24,1.4398
2007-12-21,1.4380
2007-12-20,1.4349
2007-12-19,1.4385
2007-12-18,1.4416
2007-12-17,1.4393
2007-12-14,1.4509
2007-12-13,1.4683
2007-12-12,1.4675
2007-12-11,1.4672
2007-12-10,1.4718
2007-12-07,1.4649
2007-12-06,1.4554
2007-12-05,1.4720
2007-12-04,1.4741
2007-12-03,1.4666
2007-11-30,1.4761
2007-11-29,1.4738
2007-11-28,1.4747
2007-11-27,1.4874
2007-11-26,1.4845
2007-11-23,1.4809
2007-11-22,1.4829
2007-11-21,1.4814
2007-11-20,1.4785
2007-11-19,1.4654
2007-11-16,1.4651
2007-11-15,1.4639
2007-11-14,1.4700
2007-11-13,1.4607
2007-11-12,1.4579
2007-11-09,1.4683
2007-11-08,1.4666
2007-11-07,1.4722
2007-11-06,1.4547
2007-11-05,1.4488
2007-11-02,1.4479
2007-11-01,1.4423
2007-10-31,1.4447
2007-10-30,1.4407
2007-10-29,1.4391
2007-10-26,1.4384
2007-10-25,1.4309
2007-10-24,1.4230
2007-10-23,1.4254
2007-10-22,1.4166
2007-10-19,1.4288
2007-10-18,1.4299
2007-10-17,1.4200
2007-10-16,1.4150
2007-10-15,1.4226
2007-10-12,1.4173
2007-10-11,1.4199
2007-10-10,1.4146
2007-10-09,1.4037
2007-10-08,1.4089
2007-10-05,1.4136
2007-10-04,1.4109
2007-10-03,1.4195
2007-10-02,1.4165
2007-10-01,1.4232
2007-09-28,1.4179
2007-09-27,1.4180
2007-09-26,1.4127
2007-09-25,1.4106
2007-09-24,1.4113
2007-09-21,1.4049
2007-09-20,1.4030
2007-09-19,1.3975
2007-09-18,1.3867
2007-09-17,1.3877
2007-09-14,1.3860
2007-09-13,1.3897
2007-09-12,1.3885
2007-09-11,1.3824
2007-09-10,1.3795
2007-09-07,1.3696
2007-09-06,1.3669
2007-09-05,1.3588
2007-09-04,1.3580
2007-09-03,1.3632
2007-08-31,1.3705
2007-08-30,1.3610
2007-08-29,1.3631
2007-08-28,1.3664
2007-08-27,1.3658
2007-08-24,1.3615
2007-08-23,1.3574
2007-08-22,1.3493
2007-08-21,1.3508
2007-08-20,1.3476
2007-08-17,1.3454
2007-08-16,1.3405
2007-08-15,1.3476
2007-08-14,1.3591
2007-08-13,1.3651
2007-08-10,1.3650
2007-08-09,1.3729
2007-08-08,1.3794
2007-08-07,1.3794
2007-08-06,1.3818
2007-08-03,1.3694
2007-08-02,1.3664
2007-08-01,1.3663
2007-07-31,1.3707
2007-07-30,1.3659
2007-07-27,1.3651
2007-07-26,1.3722
2007-07-25,1.3743
2007-07-24,1.3833
2007-07-23,1.3821
2007-07-20,1.3803
2007-07-19,1.3820
2007-07-18,1.3779
2007-07-17,1.3771
2007-07-16,1.3781
2007-07-13,1.3782
2007-07-12,1.3788
2007-07-11,1.3753
2007-07-10,1.3666
2007-07-09,1.3621
2007-07-06,1.3596
2007-07-05,1.3640
2007-07-04,1.3618
2007-07-03,1.3601
2007-07-02,1.3588
2007-06-29,1.3505
2007-06-28,1.3467
2007-06-27,1.3438
2007-06-26,1.3460
2007-06-25,1.3461
2007-06-22,1.3441
2007-06-21,1.3397
2007-06-20,1.3427
2007-06-19,1.3403
2007-06-18,1.3404
2007-06-15,1.3314
2007-06-14,1.3304
2007-06-13,1.3287
2007-06-12,1.3345
2007-06-11,1.3355
2007-06-08,1.3349
2007-06-07,1.3470
2007-06-06,1.3513
2007-06-05,1.3532
2007-06-04,1.3482
2007-06-01,1.3436
2007-05-31,1.3453
2007-05-30,1.3420
2007-05-29,1.3509
2007-05-28,1.3453
2007-05-25,1.3441
2007-05-24,1.3448
2007-05-23,1.3490
2007-05-22,1.3454
2007-05-21,1.3444
2007-05-18,1.3477
2007-05-17,1.3516
2007-05-16,1.3574
2007-05-15,1.3538
2007-05-14,1.3549
2007-05-11,1.3486
2007-05-10,1.3527
2007-05-09,1.3535
2007-05-08,1.3558
2007-05-07,1.3615
2007-05-04,1.3561
2007-05-03,1.3613
2007-05-02,1.3588
2007-04-30,1.3605
2007-04-27,1.3643
2007-04-26,1.3596
2007-04-25,1.3649
2007-04-24,1.3582
2007-04-23,1.3557
2007-04-20,1.3606
2007-04-19,1.3601
2007-04-18,1.3577
2007-04-17,1.3549
2007-04-16,1.3550
2007-04-13,1.3532
2007-04-12,1.3467
2007-04-11,1.3418
2007-04-10,1.3426
2007-04-05,1.3373
2007-04-04,1.3352
2007-04-03,1.3358
2007-04-02,1.3366
2007-03-30,1.3318
2007-03-29,1.3352
2007-03-28,1.3348
2007-03-27,1.3347
2007-03-26,1.3265
2007-03-23,1.3327
2007-03-22,1.3351
2007-03-21,1.3293
2007-03-20,1.3296
2007-03-19,1.3303
2007-03-16,1.3325
2007-03-15,1.3226
2007-03-14,1.3183
2007-03-13,1.3218
2007-03-12,1.3156
2007-03-09,1.3155
2007-03-08,1.3152
2007-03-07,1.3135
2007-03-06,1.3100
2007-03-05,1.3083
2007-03-02,1.3163
2007-03-01,1.3225
2007-02-28,1.3211
2007-02-27,1.3230
2007-02-26,1.3160
2007-02-23,1.3134
2007-02-22,1.3106
2007-02-21,1.3145
2007-02-20,1.3145
2007-02-19,1.3132
2007-02-16,1.3119
2007-02-15,1.3137
2007-02-14,1.3082
2007-02-13,1.3022
2007-02-12,1.2956
2007-02-09,1.3007
2007-02-08,1.2991
2007-02-07,1.2987
2007-02-06,1.2955
2007-02-05,1.2925
2007-02-02,1.3020
2007-02-01,1.3020
2007-01-31,1.2954
2007-01-30,1.2972
2007-01-29,1.2921
2007-01-26,1.2901
2007-01-25,1.2978
2007-01-24,1.3005
2007-01-23,1.3040
2007-01-22,1.2936
2007-01-19,1.2958
2007-01-18,1.2922
2007-01-17,1.2909
2007-01-16,1.2953
2007-01-15,1.2941
2007-01-12,1.2893
2007-01-11,1.2984
2007-01-10,1.2988
2007-01-09,1.3018
2007-01-08,1.3006
2007-01-05,1.3084
2007-01-04,1.3106
2007-01-03,1.3231
2007-01-02,1.3270
2006-12-29,1.3170
2006-12-28,1.3173
2006-12-27,1.3159
2006-12-22,1.3192
2006-12-21,1.3178
2006-12-20,1.3203
2006-12-19,1.3158
2006-12-18,1.3095
2006-12-15,1.3106
2006-12-14,1.3192
2006-12-13,1.3265
2006-12-12,1.3244
2006-12-11,1.3177
2006-12-08,1.3276
2006-12-07,1.3297
2006-12-06,1.3274
2006-12-05,1.3331
2006-12-04,1.3309
2006-12-01,1.3244
2006-11-30,1.3200
2006-11-29,1.3157
2006-11-28,1.3147
2006-11-27,1.3114
2006-11-24,1.3078
2006-11-23,1.2953
2006-11-22,1.2886
2006-11-21,1.2814
2006-11-20,1.2841
2006-11-17,1.2774
2006-11-16,1.2804
2006-11-15,1.2792
2006-11-14,1.2824
2006-11-13,1.2830
2006-11-10,1.2864
2006-11-09,1.2796
2006-11-08,1.2776
2006-11-07,1.2755
2006-11-06,1.2702
2006-11-03,1.2760
2006-11-02,1.2767
2006-11-01,1.2757
2006-10-31,1.2696
2006-10-30,1.2717
2006-10-27,1.2683
2006-10-26,1.2653
2006-10-25,1.2580
2006-10-24,1.2541
2006-10-23,1.2556
2006-10-20,1.2618
2006-10-19,1.2561
2006-10-18,1.2543
2006-10-17,1.2524
2006-10-16,1.2515
2006-10-13,1.2550
2006-10-12,1.2531
2006-10-11,1.2543
2006-10-10,1.2538
2006-10-09,1.2603
2006-10-06,1.2664
2006-10-05,1.2721
2006-10-04,1.2684
2006-10-03,1.2737
2006-10-02,1.2685
2006-09-29,1.2660
2006-09-28,1.2713
2006-09-27,1.2684
2006-09-26,1.2695
2006-09-25,1.2768
2006-09-22,1.2817
2006-09-21,1.2731
2006-09-20,1.2676
2006-09-19,1.2654
2006-09-18,1.2665
2006-09-15,1.2675
2006-09-14,1.2723
2006-09-13,1.2677
2006-09-12,1.2709
2006-09-11,1.2713
2006-09-08,1.2713
2006-09-07,1.2731
2006-09-06,1.2793
2006-09-05,1.2810
2006-09-04,1.2852
2006-09-01,1.2817
2006-08-31,1.2851
2006-08-30,1.2818
2006-08-29,1.2808
2006-08-28,1.2800
2006-08-25,1.2762
2006-08-24,1.2831
2006-08-23,1.2812
2006-08-22,1.2812
2006-08-21,1.2919
2006-08-18,1.2802
2006-08-17,1.2879
2006-08-16,1.2793
2006-08-15,1.2725
2006-08-14,1.2718
2006-08-11,1.2775
2006-08-10,1.2857
2006-08-09,1.2879
2006-08-08,1.2839
2006-08-07,1.2850
2006-08-04,1.2792
2006-08-03,1.2781
2006-08-02,1.2798
2006-08-01,1.2759
2006-07-31,1.2767
2006-07-28,1.2664
2006-07-27,1.2737
2006-07-26,1.2587
2006-07-25,1.2636
2006-07-24,1.2633
2006-07-21,1.2680
2006-07-20,1.2643
2006-07-19,1.2482
2006-07-18,1.2531
2006-07-17,1.2541
2006-07-14,1.2666
2006-07-13,1.2692
2006-07-12,1.2722
2006-07-11,1.2736
2006-07-10,1.2752
2006-07-07,1.2778
2006-07-06,1.2735
2006-07-05,1.2794
2006-07-04,1.2791
2006-07-03,1.2790
2006-06-30,1.2713
2006-06-29,1.2529
2006-06-28,1.2570
2006-06-27,1.2567
2006-06-26,1.2561
2006-06-23,1.2502
2006-06-22,1.2582
2006-06-21,1.2632
2006-06-20,1.2546
2006-06-19,1.2591
2006-06-16,1.2651
2006-06-15,1.2610
2006-06-14,1.2563
2006-06-13,1.2571
2006-06-12,1.2572
2006-06-09,1.2659
2006-06-08,1.2735
2006-06-07,1.2789
2006-06-06,1.2847
2006-06-05,1.2958
2006-06-02,1.2815
2006-06-01,1.2736
2006-05-31,1.2868
2006-05-30,1.2839
2006-05-29,1.2758
2006-05-26,1.2797
2006-05-25,1.2755
2006-05-24,1.2851
2006-05-23,1.2841
2006-05-22,1.2753
2006-05-19,1.2767
2006-05-18,1.2770
2006-05-17,1.2882
2006-05-16,1.2817
2006-05-15,1.2826
2006-05-12,1.2914
2006-05-11,1.2716
2006-05-10,1.2779
2006-05-09,1.2697
2006-05-08,1.2756
2006-05-05,1.2688
2006-05-04,1.2592
2006-05-03,1.2622
2006-05-02,1.2643
2006-04-28,1.2537
2006-04-27,1.2414
2006-04-26,1.2425
2006-04-25,1.2425
2006-04-24,1.2365
2006-04-21,1.2315
2006-04-20,1.2346
2006-04-19,1.2346
2006-04-18,1.2252
2006-04-13,1.2094
2006-04-12,1.2125
2006-04-11,1.2105
2006-04-10,1.2099
2006-04-07,1.2179
2006-04-06,1.2312
2006-04-05,1.2262
2006-04-04,1.2217
2006-04-03,1.2063
2006-03-31,1.2104
2006-03-30,1.2096
2006-03-29,1.2012
2006-03-28,1.2084
2006-03-27,1.2025
2006-03-24,1.1969
2006-03-23,1.2055
2006-03-22,1.2069
2006-03-21,1.2144
2006-03-20,1.2174
2006-03-17,1.2185
2006-03-16,1.2069
2006-03-15,1.2026
2006-03-14,1.1948
2006-03-13,1.1922
2006-03-10,1.1919
2006-03-09,1.1920
2006-03-08,1.1914
2006-03-07,1.1913
2006-03-06,1.2017
2006-03-03,1.2020
2006-03-02,1.1921
2006-03-01,1.1954
2006-02-28,1.1875
2006-02-27,1.1852
2006-02-24,1.1896
2006-02-23,1.1957
2006-02-22,1.1875
2006-02-21,1.1906
2006-02-20,1.1932
2006-02-17,1.1863
2006-02-16,1.1858
2006-02-15,1.1904
2006-02-14,1.1898
2006-02-13,1.1888
2006-02-10,1.1970
2006-02-09,1.1972
2006-02-08,1.1948
2006-02-07,1.1973
2006-02-06,1.1981
2006-02-03,1.2061
2006-02-02,1.2066
2006-02-01,1.2092
2006-01-31,1.2118
2006-01-30,1.2082
2006-01-27,1.2172
2006-01-26,1.2254
2006-01-25,1.2294
2006-01-24,1.2272
2006-01-23,1.2277
2006-01-20,1.2068
2006-01-19,1.2073
2006-01-18,1.2125
2006-01-17,1.2075
2006-01-16,1.2112
2006-01-13,1.2039
2006-01-12,1.2113
2006-01-11,1.2088
2006-01-10,1.2064
2006-01-09,1.2078
2006-01-06,1.2093
2006-01-05,1.2088
2006-01-04,1.2083
2006-01-03,1.1875
2006-01-02,1.1826
2005-12-30,1.1797
2005-12-29,1.1825
2005-12-28,1.1916
2005-12-27,1.1852
2005-12-23,1.1859
2005-12-22,1.1822
2005-12-21,1.1872
2005-12-20,1.1955
2005-12-19,1.1977
2005-12-16,1.1983
2005-12-15,1.1999
2005-12-14,1.2020
2005-12-13,1.1925
2005-12-12,1.1925
2005-12-09,1.1785
2005-12-08,1.1764
2005-12-07,1.1710
2005-12-06,1.1783
2005-12-05,1.1767
2005-12-02,1.1697
2005-12-01,1.1745
2005-11-30,1.1769
2005-11-29,1.1793
2005-11-28,1.1726
2005-11-25,1.1763
2005-11-24,1.1783
2005-11-23,1.1776
2005-11-22,1.1701
2005-11-21,1.1811
2005-11-18,1.1679
2005-11-17,1.1692
2005-11-16,1.1677
2005-11-15,1.1667
2005-11-14,1.1713
2005-11-11,1.1697
2005-11-10,1.1762
2005-11-09,1.1738
2005-11-08,1.1741
2005-11-07,1.1824
2005-11-04,1.1933
2005-11-03,1.2041
2005-11-02,1.1992
2005-11-01,1.2008
2005-10-31,1.2023
2005-10-28,1.2138
2005-10-27,1.2130
2005-10-26,1.2059
2005-10-25,1.2017
2005-10-24,1.1944
2005-10-21,1.2012
2005-10-20,1.1953
2005-10-19,1.1950
2005-10-18,1.1937
2005-10-17,1.2022
2005-10-14,1.1999
2005-10-13,1.1980
2005-10-12,1.2008
2005-10-11,1.2022
2005-10-10,1.2088
2005-10-07,1.2144
2005-10-06,1.2061
2005-10-05,1.1947
2005-10-04,1.1938
2005-10-03,1.1933
2005-09-30,1.2042
2005-09-29,1.2063
2005-09-28,1.2037
2005-09-27,1.2005
2005-09-26,1.2031
2005-09-23,1.2118
2005-09-22,1.2224
2005-09-21,1.2225
2005-09-20,1.2154
2005-09-19,1.2139
2005-09-16,1.2243
2005-09-15,1.2223
2005-09-14,1.2314
2005-09-13,1.2276
2005-09-12,1.2313
2005-09-09,1.2415
2005-09-08,1.2418
2005-09-07,1.2451
2005-09-06,1.2483
2005-09-05,1.2538
2005-09-02,1.2541
2005-09-01,1.2388
2005-08-31,1.2198
2005-08-30,1.2181
2005-08-29,1.2289
2005-08-26,1.2307
2005-08-25,1.2272
2005-08-24,1.2211
2005-08-23,1.2233
2005-08-22,1.2231
2005-08-19,1.2183
2005-08-18,1.2213
2005-08-17,1.2296
2005-08-16,1.2313
2005-08-15,1.2374
2005-08-12,1.2457
2005-08-11,1.2405
2005-08-10,1.2377
2005-08-09,1.2367
2005-08-08,1.2370
2005-08-05,1.2386
2005-08-04,1.2319
2005-08-03,1.2308
2005-08-02,1.2217
2005-08-01,1.2219
2005-07-29,1.2093
2005-07-28,1.2100
2005-07-27,1.1990
2005-07-26,1.1987
2005-07-25,1.2065
2005-07-22,1.2143
2005-07-21,1.2187
2005-07-20,1.2063
2005-07-19,1.1965
2005-07-18,1.2054
2005-07-15,1.2073
2005-07-14,1.2067
2005-07-13,1.2184
2005-07-12,1.2166
2005-07-11,1.2006
2005-07-08,1.1904
2005-07-07,1.1957
2005-07-06,1.1913
2005-07-05,1.1883
2005-07-04,1.1894
2005-07-01,1.2087
2005-06-30,1.2092
2005-06-29,1.2054
2005-06-28,1.2095
2005-06-27,1.2164
2005-06-24,1.2082
2005-06-23,1.2066
2005-06-22,1.2111
2005-06-21,1.2092
2005-06-20,1.2210
2005-06-17,1.2177
2005-06-16,1.2115
2005-06-15,1.2069
2005-06-14,1.2110
2005-06-13,1.2062
2005-06-10,1.2229
2005-06-09,1.2239
2005-06-08,1.2324
2005-06-07,1.2285
2005-06-06,1.2272
2005-06-03,1.2289
2005-06-02,1.2263
2005-06-01,1.2228
2005-05-31,1.2331
2005-05-30,1.2472
2005-05-27,1.2551
2005-05-26,1.2523
2005-05-25,1.2564
2005-05-24,1.2617
2005-05-23,1.2548
2005-05-20,1.2607
2005-05-19,1.2642
2005-05-18,1.2621
2005-05-17,1.2636
2005-05-16,1.2616
2005-05-13,1.2635
2005-05-12,1.2771
2005-05-11,1.2882
2005-05-10,1.2854
2005-05-09,1.2824
2005-05-06,1.2947
2005-05-05,1.2954
2005-05-04,1.2953
2005-05-03,1.2856
2005-05-02,1.2863
2005-04-29,1.2957
2005-04-28,1.2905
2005-04-27,1.2920
2005-04-26,1.2981
2005-04-25,1.2966
2005-04-22,1.3077
2005-04-21,1.3058
2005-04-20,1.3049
2005-04-19,1.2996
2005-04-18,1.2967
2005-04-15,1.2868
2005-04-14,1.2820
2005-04-13,1.2922
2005-04-12,1.2985
2005-04-11,1.2971
2005-04-08,1.2819
2005-04-07,1.2923
2005-04-06,1.2860
2005-04-05,1.2810
2005-04-04,1.2883
2005-04-01,1.2959
2005-03-31,1.2964
2005-03-30,1.2943
2005-03-29,1.2926
2005-03-24,1.2982
2005-03-23,1.3050
2005-03-22,1.3175
2005-03-21,1.3199
2005-03-18,1.3279
2005-03-17,1.3378
2005-03-16,1.3373
2005-03-15,1.3383
2005-03-14,1.3372
2005-03-11,1.3416
2005-03-10,1.3409
2005-03-09,1.3346
2005-03-08,1.3246
2005-03-07,1.3197
2005-03-04,1.3115
2005-03-03,1.3144
2005-03-02,1.3101
2005-03-01,1.3216
2005-02-28,1.3257
2005-02-25,1.3165
2005-02-24,1.3260
2005-02-23,1.3203
2005-02-22,1.3193
2005-02-21,1.3055
2005-02-18,1.3039
2005-02-17,1.3041
2005-02-16,1.3040
2005-02-15,1.3016
2005-02-14,1.2967
2005-02-11,1.2855
2005-02-10,1.2777
2005-02-09,1.2762
2005-02-08,1.2764
2005-02-07,1.2844
2005-02-04,1.2958
2005-02-03,1.3001
2005-02-02,1.3061
2005-02-01,1.3027
2005-01-31,1.3035
2005-01-28,1.3035
2005-01-27,1.3026
2005-01-26,1.3005
2005-01-25,1.3025
2005-01-24,1.3065
2005-01-21,1.2963
2005-01-20,1.2936
2005-01-19,1.3083
2005-01-18,1.3060
2005-01-17,1.3085
2005-01-14,1.3091
2005-01-13,1.3232
2005-01-12,1.3139
2005-01-11,1.3143
2005-01-10,1.3103
2005-01-07,1.3200
2005-01-06,1.3183
2005-01-05,1.3224
2005-01-04,1.3365
2005-01-03,1.3507
2004-12-31,1.3621
2004-12-30,1.3604
2004-12-29,1.3608
2004-12-28,1.3633
2004-12-27,1.3527
2004-12-24,1.3542
2004-12-23,1.3456
2004-12-22,1.3384
2004-12-21,1.3394
2004-12-20,1.3378
2004-12-17,1.3264
2004-12-16,1.3401
2004-12-15,1.3383
2004-12-14,1.3317
2004-12-13,1.3268
2004-12-10,1.3191
2004-12-09,1.3305
2004-12-08,1.3300
2004-12-07,1.3456
2004-12-06,1.3435
2004-12-03,1.3300
2004-12-02,1.3314
2004-12-01,1.3294
2004-11-30,1.3295
2004-11-29,1.3247
2004-11-26,1.3238
2004-11-25,1.3213
2004-11-24,1.3146
2004-11-23,1.3089
2004-11-22,1.3033
2004-11-19,1.3020
2004-11-18,1.3024
2004-11-17,1.3026
2004-11-16,1.2971
2004-11-15,1.2955
2004-11-12,1.2921
2004-11-11,1.2890
2004-11-10,1.2977
2004-11-09,1.2911
2004-11-08,1.2917
2004-11-05,1.2856
2004-11-04,1.2874
2004-11-03,1.2754
2004-11-02,1.2705
2004-11-01,1.2748
2004-10-29,1.2737
